X,Y,lat,lon,time,flood_mask
564722.977737773,2077680.82912667,18.78979588367819,105.61416930430904,2026-01-12 22:00:00,0
564712.218097529,2077993.15029961,18.79261878039206,105.61407743997434,2026-01-12 22:00:00,0
564708.984526406,2077602.6552325,18.7890898339825,105.61403396498058,2026-01-12 22:00:00,0
563156.884587792,2078693.15253947,18.798992920945793,105.59934131467433,2026-01-12 22:00:00,1
564691.318323175,2077473.12212597,18.78791974644344,105.61386209321171,2026-01-12 22:00:00,0
562496.007664615,2076510.74340835,18.779289636434093,105.59300098690775,2026-01-12 22:00:00,1
562490.52016145,2077375.17165539,18.787101993980155,105.59297625298598,2026-01-12 22:00:00,0
562485.281885768,2079103.13655676,18.802718459160868,105.592981221995,2026-01-12 22:00:00,0
562476.610593128,2077523.00492188,18.78843844212016,105.59284894422701,2026-01-12 22:00:00,0
562474.618911659,2076996.52229379,18.78368046417859,105.59281339970953,2026-01-12 22:00:00,0
562470.944931959,2077948.77348608,18.79228645491342,105.59280864863072,2026-01-12 22:00:00,1
562469.254690308,2076216.25760746,18.77662905139879,105.59273784282284,2026-01-12 22:00:00,1
562465.814296458,2076369.76143583,18.778016432872516,105.59271005003927,2026-01-12 22:00:00,0
562465.264258965,2079013.19229629,18.801906201041835,105.59278841726969,2026-01-12 22:00:00,0
562464.288716775,2076494.9034966,18.779147439484017,105.59269952919851,2026-01-12 22:00:00,1
562461.299464571,2076264.42680411,18.77706461588457,105.5926638846309,2026-01-12 22:00:00,1
562459.404134972,2076059.62660627,18.775213808098865,105.59263943192236,2026-01-12 22:00:00,0
562458.395135528,2077208.94235719,18.785600679577982,105.59266617432593,2026-01-12 22:00:00,1
562444.220823297,2076329.16362665,18.77765018335073,105.59250388507384,2026-01-12 22:00:00,0
562442.609681843,2076045.38939326,18.77508564568806,105.59247963623372,2026-01-12 22:00:00,0
562442.124146544,2076961.4479204,18.78336446082894,105.59250396517163,2026-01-12 22:00:00,1
562435.50011394,2077714.3231228,18.790168699922397,105.59246490320395,2026-01-12 22:00:00,0
562432.864234701,2077134.10210082,18.78492508604879,105.59242155727088,2026-01-12 22:00:00,1
562413.214983292,2077441.09652649,18.787700111104787,105.59224481105008,2026-01-12 22:00:00,0
562408.29566825,2077585.78189868,18.78900783956644,105.59220270341442,2026-01-12 22:00:00,0
562407.757608288,2079054.00330578,18.80227675841181,105.59224399737028,2026-01-12 22:00:00,1
562407.295579848,2077372.63366415,18.78708156244063,105.59218648104125,2026-01-12 22:00:00,1
562406.698441118,2077804.17150598,18.790981562840102,105.59219444674454,2026-01-12 22:00:00,0
562401.957495187,2076539.08340505,18.77954858668676,105.5921095102859,2026-01-12 22:00:00,1
562399.352617876,2077252.21835164,18.78599355906882,105.59210731005696,2026-01-12 22:00:00,0
562395.483827383,2076711.01845965,18.781102629605257,105.59205351369182,2026-01-12 22:00:00,0
562393.377411044,2075965.59681214,18.774366006951933,105.59201000210695,2026-01-12 22:00:00,0
562503.82891421,2079064.5938571,18.80236957449232,105.59315600465027,2026-01-12 22:00:00,0
562384.164070689,2077937.82006085,18.79219007665523,105.59198484125714,2026-01-12 22:00:00,1
562504.955049459,2076367.02974524,18.77799056711609,105.59308133798831,2026-01-12 22:00:00,1
562515.614687919,2078189.29932447,18.794458836955403,105.59324013204298,2026-01-12 22:00:00,1
562629.765233726,2077804.65604318,18.79097921784495,105.59431112063324,2026-01-12 22:00:00,1
562619.559853316,2077452.73618803,18.787799084870677,105.59420312792032,2026-01-12 22:00:00,0
562615.099930709,2077287.40941869,18.786305094671103,105.59415556970205,2026-01-12 22:00:00,1
562614.713428331,2077402.53839077,18.787345573407915,105.59415555072115,2026-01-12 22:00:00,1
562611.020402275,2076192.92142379,18.776413881365922,105.59408219057568,2026-01-12 22:00:00,0
562608.075723243,2076957.17502347,18.783320844227426,105.59407845696455,2026-01-12 22:00:00,1
562606.282305646,2076329.79000734,18.77765096232628,105.594041569177,2026-01-12 22:00:00,1
562602.478322427,2078162.90161992,18.79421764983413,105.5940635525017,2026-01-12 22:00:00,1
562583.651775745,2078215.49044432,18.794693484216182,105.5938865723848,2026-01-12 22:00:00,0
562582.144082071,2076331.19340049,18.777664373304656,105.59381258644619,2026-01-12 22:00:00,1
562579.155997245,2077687.87616374,18.78992535883276,105.59382719524504,2026-01-12 22:00:00,0
562578.302761016,2076091.32430219,18.775496692567344,105.59376854735817,2026-01-12 22:00:00,0
562572.955798119,2077639.86057161,18.789491609671156,105.59376684168534,2026-01-12 22:00:00,0
562567.675254414,2076446.8605199,18.778710141087828,105.59367896468605,2026-01-12 22:00:00,1
562564.591886751,2076685.07839302,18.780863107092088,105.59365724869264,2026-01-12 22:00:00,0
562563.252604567,2076563.14675542,18.77976120108835,105.59364068192535,2026-01-12 22:00:00,1
562549.671771223,2076140.6600884,18.775943423496685,105.5934984563042,2026-01-12 22:00:00,0
562547.859432322,2077986.59120232,18.79262591044221,105.59353968586518,2026-01-12 22:00:00,1
562544.581165918,2077858.45264769,18.791467969894416,105.59350452096338,2026-01-12 22:00:00,1
562543.450479426,2077816.4594356,18.791088494490076,105.59349246235118,2026-01-12 22:00:00,1
562539.525956814,2078070.11730897,18.793381020560542,105.59346325435034,2026-01-12 22:00:00,1
562538.968538195,2076598.35313128,18.78008010753603,105.59341138195023,2026-01-12 22:00:00,1
562528.919587132,2076695.14324601,18.780955142456897,105.59331909641634,2026-01-12 22:00:00,0
562524.640784005,2076153.9171615,18.776063987279862,105.59326138006108,2026-01-12 22:00:00,1
562524.60602243,2076186.24650654,18.776356162068936,105.59326207258795,2026-01-12 22:00:00,1
562520.678657737,2076960.6389711,18.78335478456075,105.59324930204848,2026-01-12 22:00:00,1
562515.961185851,2076017.84462308,18.774834504434043,105.59317472526355,2026-01-12 22:00:00,0
562507.660569204,2077121.36919223,18.784807761466,105.59313086416212,2026-01-12 22:00:00,0
562640.726692132,2076909.23674338,18.78288662100742,105.59438674526929,2026-01-12 22:00:00,0
562382.407907859,2077165.73872435,18.78521251687722,105.59194379795544,2026-01-12 22:00:00,1
562378.249093785,2077274.28693004,18.78619363646259,105.59190776334215,2026-01-12 22:00:00,1
562311.31094661,2077986.49799921,18.792632189023003,105.59129507573863,2026-01-12 22:00:00,0
562308.720915736,2078923.52074545,18.80110051558673,105.59130006651796,2026-01-12 22:00:00,0
562308.343386992,2076047.68688425,18.775110443395,105.5912057882813,2026-01-12 22:00:00,1
562298.731766277,2076001.98616139,18.774697715198595,105.59111315322632,2026-01-12 22:00:00,1
562297.921538558,2077261.93908244,18.78608445759736,105.59114517516663,2026-01-12 22:00:00,0
562295.966453913,2075899.96797406,18.773775816819516,105.59108370205162,2026-01-12 22:00:00,0
562293.518020372,2076361.02498979,18.777942656179206,105.59107499720389,2026-01-12 22:00:00,0
562293.332910059,2076811.868645,18.782017123394343,105.59108744846816,2026-01-12 22:00:00,1
562292.294760058,2076706.44801382,18.78106442461885,105.59107427564741,2026-01-12 22:00:00,0
562288.729167762,2077679.26638251,18.789856290815184,105.59107110923347,2026-01-12 22:00:00,0
562268.512277627,2079058.91426233,18.802325328577066,105.59092277867619,2026-01-12 22:00:00,1
562266.171400858,2076470.43604458,18.778932270166713,105.59081897378806,2026-01-12 22:00:00,0
562260.237380779,2078398.98843132,18.79636156498369,105.59082344282899,2026-01-12 22:00:00,0
562258.437409699,2078831.08724791,18.800266668319523,105.59081998756938,2026-01-12 22:00:00,1
562248.671693887,2077640.33387876,18.789505644488568,105.5906897834476,2026-01-12 22:00:00,0
562246.620285428,2077361.43245267,18.786985159882047,105.59066153086872,2026-01-12 22:00:00,0
562244.053481447,2076858.38764641,18.782439013650738,105.5906213304327,2026-01-12 22:00:00,0
562243.201321161,2076332.82686678,18.777689327451885,105.59059669579734,2026-01-12 22:00:00,0
562240.853214367,2076043.74920377,18.775076881524836,105.59056531649904,2026-01-12 22:00:00,1
562239.362429618,2076271.22021032,18.777132677380774,105.59055833233762,2026-01-12 22:00:00,0
562238.417539989,2078276.79745223,18.7952579311443,105.59061253875603,2026-01-12 22:00:00,1
562234.650941834,2077024.36873003,18.783939335404707,105.590537341888,2026-01-12 22:00:00,0
562233.144796076,2078148.06160068,18.79409465167792,105.59055844817954,2026-01-12 22:00:00,0
562229.688318353,2077952.87643421,18.792330788181008,105.590519499587,2026-01-12 22:00:00,0
562227.616774689,2076172.41730505,18.776240106168544,105.59044377835396,2026-01-12 22:00:00,1
562226.818891564,2078897.72540308,18.800869853169477,105.59052204649203,2026-01-12 22:00:00,1
562225.406385333,2078531.38907029,18.797559168204245,105.59049709664501,2026-01-12 22:00:00,1
562311.413840421,2078847.36093656,18.80041214832187,105.59132321704597,2026-01-12 22:00:00,0
562380.327984526,2077353.64993175,18.786910809801054,105.59192999470747,2026-01-12 22:00:00,1
562311.615223763,2076070.84455543,18.775319630797352,105.59123756129064,2026-01-12 22:00:00,0
